Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2020-04-29,5886.25,6180.3,5886.25,6180.3,4319.9871610896
2020-04-30,6226.77,6226.77,6103.44,6103.44,5511.5920112736
2020-05-01,5873.74,5922.01,5873.74,5922.01,1348.247741288
2020-05-04,5859.44,5859.44,5526.97,5526.97,4165.5820255728
2020-05-05,5553.78,5676.22,5553.78,5676.22,2422.370423144
2020-05-06,5720.02,5720.02,5652.09,5652.09,1802.5121254896
2020-05-07,5693.2,5693.2,5693.2,5693.2,1566.42891104
2020-05-11,5779.9,5791.52,5779.9,5791.52,2212.0213979472
2020-05-12,5759.34,5913.96,5759.34,5913.96,4695.9300997392
2020-05-13,5744.15,5744.15,5526.97,5526.97,19453.928197323
2020-05-14,5597.57,5597.57,5536.8,5536.8,2269.0841654208
2020-05-15,5602.94,5760.24,5602.94,5760.24,5876.3461719872
2020-05-18,5835.31,6031.94,5835.31,6031.94,1288.9472182272
2020-05-19,6140.08,6140.08,6137.4,6137.4,4773.1326674976
2020-05-20,6186.56,6186.56,6174.04,6174.04,7317.460770144
2020-05-21,6174.04,6174.04,6174.04,6174.04
2020-05-22,6174.04,6174.04,6174.04,6174.04
2020-05-25,6240.18,6240.18,6240.18,6240.18,2203.0703755984
2020-05-26,6241.97,6319.73,6241.97,6319.73,9479.1326673792
2020-05-27,6269.67,6269.67,6011.38,6011.38,8794.379457696
2020-05-28,6074.84,6074.84,5922.01,5922.01,5367.2567758992
2020-05-29,5888.94,5888.94,5853.19,5853.19,2278.0351877696
2020-06-01,5853.19,5853.19,5853.19,5853.19
2020-06-02,6048.02,6262.52,6048.02,6262.52,1418.7370422848
2020-06-03,6296.49,6694.21,6296.49,6694.21,5434.3894435152
2020-06-04,6695.99,6765.71,6695.99,6765.71,2652.8592486256
2020-06-05,6765.71,6765.71,6765.71,6765.71
2020-06-08,6914.96,7187.56,6914.96,7187.56,3484.1854492704
2020-06-09,7178.62,7178.62,7028.47,7028.47,2242.2310983744
2020-06-10,6946.25,6946.25,6944.46,6944.46,1549.645744136
2020-06-11,6775.54,6775.54,6586.06,6586.06,4832.4331905584
2020-06-12,6423.4,6795.2,6423.4,6795.2,4412.8540179584
2020-06-15,6569.98,6707.61,6569.98,6707.61,9980.389918912
2020-06-16,6883.68,6905.13,6883.68,6905.13,4915.2301472848
2020-06-17,6917.65,7350.22,6917.65,7350.22,2216.4969091216
2020-06-18,7347.54,7347.54,7257.27,7257.27,1871.8825486928
2020-06-19,7259.06,7259.06,7124.1,7124.1,3084.7460769552
2020-06-22,7061.54,7061.54,7049.92,7049.92,60.4194008544
2020-06-23,7042.77,7042.77,6992.72,6992.72,578.4598192912
2020-06-24,6998.08,6998.08,6832.74,6832.74,462.0965287568
2020-06-25,6762.13,6831.85,6762.13,6831.85,1728.666191112
2020-06-26,6866.7,6866.7,6866.7,6866.7,355.8031383648
2020-06-29,6773.75,6842.57,6773.75,6842.57,5761.1017592464
2020-06-30,6839.89,6914.07,6839.89,6914.07,858.1792676912
2020-07-01,6930.16,6930.16,6920.33,6920.33,1884.1902044224
2020-07-02,6982.89,7149.13,6982.89,7149.13,4659.0071325504
2020-07-03,7098.18,7179.52,7098.18,7179.52,1250.9053732448
2020-07-06,7343.97,7455.68,7343.97,7455.68,2712.1597716864
2020-07-07,7416.36,7416.36,7321.62,7321.62,316.6424155888
2020-07-08,7332.35,7332.35,7238.5,7238.5,4096.2116023696
2020-07-09,7298.38,7298.38,7217.95,7217.95,1453.4222538864
2020-07-10,7130.36,7285.87,7130.36,7285.87,3074.6761768128
2020-07-13,7320.73,7337.71,7320.73,7337.71,2365.3076556704
2020-07-14,7286.77,7286.77,7286.77,7286.77,8.9510223488
2020-07-15,7335.92,7486.97,7335.92,7486.97,3488.6609604448
2020-07-16,7442.28,7442.28,7442.28,7442.28,21126.650498755
2020-07-17,7494.12,7574.55,7494.12,7574.55,1143.4931050592
2020-07-20,7559.36,7559.36,7557.57,7557.57,1011.4655254144
2020-07-21,7633.54,7634.44,7633.54,7634.44,33.566333808
2020-07-22,7594.22,7594.22,7594.22,7594.22,345.7332382224
2020-07-23,7615.67,7615.67,7528.97,7528.97,15.6642891104
2020-07-24,7606.73,7606.73,7446.75,7446.75,4970.0551591712
2020-07-27,7469.09,7469.09,7469.09,7469.09,1100.9757489024
2020-07-28,7390.44,7404.74,7390.44,7404.74,1735.3794578736
2020-07-29,7409.21,7409.21,7409.21,7409.21,1709.6452686208
2020-07-30,7450.32,7450.32,7261.74,7261.74,756.3613884736
2020-07-31,7305.53,7305.53,7225.99,7225.99,511.3271516752
2020-08-03,7206.33,7428.87,7206.33,7428.87,1828.2463147424
2020-08-04,7420.83,7503.05,7420.83,7503.05,1876.3580598672
2020-08-05,7517.35,7682.7,7517.35,7682.7,1407.5482643488
2020-08-06,7704.15,7736.32,7704.15,7736.32,2125.86780784
2020-08-07,7681.8,7796.2,7681.8,7796.2,1159.1573941696
2020-08-10,7828.38,7828.38,7826.59,7826.59,1088.6680931728
2020-08-11,7909.71,8062.54,7909.71,8062.54,2006.1478839248
2020-08-12,8104.55,8112.59,8104.55,8112.59,645.5924869072
2020-08-13,8103.66,8192.14,8103.66,8192.14,44.755111744
2020-08-14,8123.32,8123.32,8115.27,8115.27,5111.0337611648
2020-08-17,8127.79,8320.84,8127.79,8320.84,5437.746076896
2020-08-18,8463.84,8463.84,8330.67,8330.67,3637.4717069936
2020-08-19,8778.44,8778.44,8664.93,8664.93,10461.50737016
2020-08-20,8749.84,8799.44,8749.84,8799.44,1104.3323822832
2020-08-21,8773.97,8773.97,8408.42,8408.42,4270.7565381712
2020-08-24,8471.88,8471.88,8367.31,8367.31,2339.5734664176
2020-08-25,8396.81,8481.71,8396.81,8481.71,399.4393723152
2020-08-26,8350.33,8634.54,8350.33,8634.54,2109.084640936
2020-08-27,8602.37,8602.37,8513.89,8513.89,683.6343318896
2020-08-28,8486.18,8550.53,8486.18,8550.53,7386.8311933472
2020-08-31,8621.14,8621.14,8572.24,8572.24,1613.4217783712
2020-09-01,8567.51,8567.51,8567.51,8567.51,1857.337137376
2020-09-02,8655.99,8659.57,8655.99,8659.57,1752.1626247776
2020-09-03,8735.54,8735.54,8735.54,8735.54,2774.816928128
2020-09-04,8631.86,8631.86,8525.51,8525.51,832.4450784384
2020-09-07,8611.75,8746.26,8611.75,8746.26,151.048502136
2020-09-08,8701.58,8701.58,8605.94,8605.94,1981.5325724656
2020-09-09,8726.6,8844.13,8726.6,8844.13,2176.217308552
2020-09-10,8862.45,8959.87,8862.45,8959.87,1288.9472182272
2020-09-11,8991.15,8991.15,8432.56,8432.56,2825.16642884
2020-09-14,8589.86,8664.04,8589.86,8664.04,4855.929624224
2020-09-15,8655.99,8655.99,8478.14,8478.14,19410.291963373
2020-09-16,8491.54,8512.1,8491.54,8512.1,340.1388492544
2020-09-17,8500.48,8590.75,8500.48,8590.75,4554.9514977456
2020-09-18,8639.01,8639.01,8639.01,8639.01,6899.0004753376
2020-09-21,8476.35,8476.35,8196.61,8196.61,4739.5663336896
2020-09-22,8516.57,8516.57,8516.57,8516.57,4181.2463146832
2020-09-23,8571.98,8778.44,8571.98,8778.44,813.4241559472
2020-09-24,8601.48,8601.48,8507.63,8507.63,399.4393723152
2020-09-25,8597.01,8605.05,8597.01,8605.05,4190.197337032
2020-09-28,8715.88,8715.88,8715.88,8715.88,2212.0213979472
2020-09-29,9004.11,9004.11,8984.45,8984.45,2474.9576794432
2020-09-30,8867.81,8968.81,8867.81,8968.81,109.6500237728
2020-10-01,9036.73,9366.53,9036.73,9158.73,270.7684260512
2020-10-02,9045.67,9045.67,8977.75,8977.75,1532.862577232
2020-10-05,8991.15,8991.15,8991.15,8991.15,821.2563005024
2020-10-06,9068.01,9068.01,8961.66,8961.66,1593.2819780864
2020-10-07,9063.99,9366.53,9063.99,9259.28,2341.8112220048
2020-10-08,9290.56,9366.53,9111.81,9214.59,1103.2135044896
2020-10-09,9228,9366.53,9111.81,9234.7,5794.6680930544
2020-10-12,9303.97,9543.04,9111.81,9543.04,1793.5611031408
2020-10-13,9741.9,9741.9,9527.4,9527.4,3103.7669994464
2020-10-14,9793.29,9793.29,9755.31,9755.31,5266.5577744752
2020-10-15,9721.79,9721.79,9516.23,9516.23,2455.936756952
2020-10-16,9596.67,9621.25,9596.67,9621.25,3598.3109842176
2020-10-19,9630.18,9630.18,9529.64,9529.64,352.446504984
2020-10-20,9554.22,9554.22,9442.5,9442.5,1436.6390869824
2020-10-21,9444.73,9444.73,9111.81,9239.17,539.2990965152
2020-10-22,9169.9,9366.53,9111.81,9210.12,1448.946742712
2020-10-23,9143.09,9366.53,9111.81,9152.03,297.6214930976
2020-10-26,9079.63,9079.63,8939.76,8939.76,1071.8849262688
2020-10-27,9119.41,9366.53,9111.81,9117.17,4659.0071325504
2020-10-28,8968.36,8968.36,8770.39,8770.39,2391.0418449232
2020-10-29,8728.39,8923.23,8728.39,8923.23,4002.2258677072
2020-10-30,8782.91,9075.16,8782.91,9075.16,4617.6086541872
2020-11-02,9160.96,9366.53,9111.81,9274.92,833.563956232
2020-11-03,9359.82,9366.53,9111.81,9359.82,675.8021873344
2020-11-04,9241.4,9366.53,9111.81,9362.06,751.8858772992
2020-11-05,9453.67,9484.95,9453.67,9484.95,1020.4165477632
2020-11-06,9442.5,9674.87,9442.5,9674.87,4334.5325724064
2020-11-09,9773.19,9773.19,9572.09,9572.09,2548.8036138208
2020-11-10,9674.87,9679.34,9674.87,9679.34,3789.6390869232
2020-11-11,9648.06,9739.67,9648.06,9739.67,2561.1112695504
2020-11-12,9726.26,10045.8,9726.26,10045.8,3496.493105
2020-11-13,9929.59,10132.9,9929.59,10132.9,6060.9610079312
2020-11-16,10217.8,10217.8,10213.4,10213.4,3201.1093674896
2020-11-17,10164.2,10273.7,10164.2,10273.7,4578.4479314112
2020-11-18,10410,10410,10269.2,10269.2,5542.9205894944
2020-11-19,10237.9,10237.9,10231.2,10231.2,4318.868283296
2020-11-20,10309.4,10530.6,10309.4,10530.6,1713.0019020016
2020-11-23,10702.7,10756.3,10702.7,10756.3,2585.7265810096
2020-11-24,10807.7,11259,10807.7,11259,2921.3899190896
2020-11-25,11223.3,11223.3,11060.2,11060.2,3189.9205895536
2020-11-26,11075.8,11218.8,11075.8,11218.8,1535.1003328192
2020-11-27,11151.8,11151.8,11151.8,11151.8,1633.561578656
2020-11-30,11091.5,11330.5,11091.5,11330.5,7364.4536374752
2020-12-01,11339.5,11381.9,11339.5,11381.9,4002.2258677072
2020-12-02,11301.5,11301.5,11051.3,11051.3,1213.982406056
2020-12-03,10970.8,11093.7,10970.8,11093.7,4128.659058384
2020-12-04,11232.2,11306,11232.2,11306,4413.972895752
2020-12-07,11388.6,11388.6,11388.6,11388.6,3925.0232999488
2020-12-08,11381.9,11495.9,11381.9,11495.9,148.8107465488
2020-12-09,11527.2,11527.2,11527.2,11527.2,149.9296243424
2020-12-10,11404.3,11404.3,11399.8,11399.8,5313.5506418064
2020-12-11,11471.3,11607.6,11471.3,11607.6,691.4664764448
2020-12-14,11871.3,11971.8,11871.3,11971.8,1163.632905344
2020-12-15,12090.2,12195.3,12090.2,12195.3,735.1027103952
2020-12-16,12233.2,12505.8,12233.2,12505.8,1710.7641464144
2020-12-17,12467.8,12467.8,12219.8,12219.8,2228.8045648512
2020-12-18,12141.6,12521.5,12141.6,12521.5,7969.7665238128
2020-12-21,12313.7,12336,12313.7,12336,1012.584403208
2020-12-22,12351.7,12351.7,12208.7,12208.7,361.3975273328
2020-12-23,12248.9,12248.9,12224.3,12224.3,534.8235853408
2020-12-24,12224.3,12224.3,12224.3,12224.3
2020-12-29,12266.8,12266.8,12266.8,12266.8,462.0965287568
2020-12-30,12298,12304.7,12298,12304.7,295.3837375104
2020-12-31,12304.7,12304.7,12304.7,12304.7
2021-01-04,12255.6,12264.5,12255.6,12264.5,2301.5316214352
2021-01-05,12197.5,12336,12197.5,12336,4512.4341415888
2021-01-06,12382.9,12382.9,12217.6,12217.6,9638.0133140704
2021-01-07,12195.3,12548.3,12195.3,12548.3,4265.1621492032
2021-01-08,12635.4,12896.9,12635.4,12896.9,7578.1592960528
2021-01-11,12912.5,12912.5,12910.3,12910.3,802.2353780112
2021-01-12,13077.8,13357.1,13077.8,13357.1,1599.995244848
2021-01-13,13312.4,13312.4,13303.5,13303.5,1767.826913888
2021-01-14,13381.7,13524.7,13381.7,13524.7,490.0684735968
2021-01-15,13471.1,13471.1,13270,13270,1321.3946742416
2021-01-18,13312.4,13560.5,13312.4,13560.5,1050.6262481904
2021-01-19,13605.1,13605.1,13444.3,13444.3,340.1388492544
2021-01-20,13573.9,13573.9,13442,13442,485.5929624224
2021-01-21,13573.9,13573.9,13292.3,13292.3,673.5644317472
2021-01-22,13104.6,13104.6,12874.5,12874.5,1324.7513076224
2021-01-25,12890.1,12890.1,12213.1,12213.1,2655.0970042128
2021-01-26,12134.9,12134.9,11862.3,11862.3,3057.8930099088
2021-01-27,11723.8,11723.8,11252.3,11252.3,7101.5173559792
2021-01-28,11133.9,11301.5,11133.9,11301.5,2067.6861625728
2021-01-29,11241.2,11370.8,11241.2,11370.8,6937.04232032
2021-02-01,11487,11962.9,11487,11962.9,4014.5335234368
2021-02-02,12112.6,12112.6,11947.2,11947.2,1836.0784592976
2021-02-03,12076.8,12092.5,12076.8,12092.5,829.0884450576
2021-02-04,12141.6,12141.6,11757.3,11757.3,2632.7194483408
2021-02-05,12114.8,12114.8,11929.4,11929.4,4599.7066094896
2021-02-08,11846.7,11873.5,11846.7,11873.5,2356.3566333216
2021-02-09,11924.9,11929.4,11924.9,11929.4,1257.6186400064
2021-02-10,11040.1,11066.9,11040.1,11066.9,2542.0903470592
2021-02-11,11178.6,11422.2,11178.6,11422.2,3751.5972419408
2021-02-12,11516,11516,11270.2,11270.2,4041.3865904832
2021-02-15,11388.6,11388.6,11145.1,11145.1,3121.669044144
2021-02-16,11196.5,11196.5,10952.9,10952.9,4087.2605800208
2021-02-17,11051.3,11328.3,11051.3,11328.3,3272.71754628
2021-02-18,11350.7,11350.7,11111.6,11111.6,4161.1065143984
2021-02-19,11140.6,11395.3,11140.6,11395.3,4381.5254397376
2021-02-22,11431.1,11444.5,11431.1,11444.5,2476.0765572368
2021-02-23,11549.5,11549.5,11513.8,11513.8,1809.2253922512
2021-02-24,11549.5,12416.5,11549.5,12416.5,1977.0570612912
2021-02-25,12476.8,12476.8,12331.6,12331.6,2225.4479314704
2021-02-26,11991.9,11991.9,11860.1,11860.1,5215.0893959696
2021-03-01,12018.7,12304.7,12018.7,12304.7,2036.357584352
2021-03-02,12362.8,12362.8,12358.4,12358.4,174.5449358016
2021-03-03,12307,12307,12112.6,12112.6,627.6904422096
2021-03-04,12101.4,12101.4,12029.9,12029.9,926.4308131008
2021-03-05,12003.1,12003.1,11962.9,11962.9,3617.3319067088
2021-03-08,11996.4,11996.4,11714.9,11714.9,932.0252020688
2021-03-09,11842.2,12356.1,11842.2,12356.1,2556.635758376
2021-03-10,12313.7,12414.2,12313.7,12414.2,5721.9410364704
2021-03-11,12438.8,12691.3,12438.8,12691.3,3032.158820656
2021-03-12,12680.1,12680.1,12561.7,12561.7,2301.5316214352
2021-03-15,12666.7,12666.7,12666.7,12666.7,8115.2206369808
2021-03-16,12662.2,12823.1,12662.2,12823.1,4222.6447930464
2021-03-17,12709.2,12981.8,12709.2,12981.8,6528.651925656
